Date,Open_Val,High,Low,Close,Adj_Close,Volume
2023-08-02,24.04900360107422,24.219627380371094,22.99767303466797,23.234580993652344,23.234580993652344,b'@\xa6^\x18\x00\x00\x00\x00'
